36,196,69,113
36,196,69,113
36,195,69,113
35,194,69,113
35,193,69,113
34,192,69,113
34,192,69,113
33,191,69,113
33,190,69,113
32,189,69,113
31,187,69,113
31,185,69,113
31,182,69,113
31,178,69,113
30,174,69,113
30,168,69,113
30,161,69,113
31,153,69,113
32,146,69,113
33,139,69,113
35,133,69,113
36,127,69,113
40,120,69,113
43,114,69,113
47,108,69,113
50,103,69,113
56,99,69,113
63,92,69,113
70,88,69,113
78,84,69,113
84,79,69,113
92,75,69,113
99,70,69,113
108,65,69,113
116,61,69,113
127,58,69,113
137,56,69,113
146,53,69,113
153,50,69,113
162,47,69,113
172,44,69,113
183,43,69,113
192,41,69,113
200,39,69,113
208,40,69,113
216,42,69,113
225,43,69,113
232,44,69,113
238,45,69,113
244,46,69,113
250,48,69,113
255,50,69,113
259,52,69,113
263,55,69,113
267,58,69,113
270,61,69,113
273,64,69,113
276,67,69,113
280,70,69,113
284,75,69,113
287,81,69,113
291,86,69,113
295,90,69,113
300,95,69,113
304,99,69,113
309,104,69,113
314,109,69,113
319,115,69,113
324,120,69,113
329,126,69,113
333,132,69,113
338,138,69,113
342,144,69,113
346,151,69,113
349,158,69,113
353,164,69,113
355,170,69,113
357,176,69,113
359,182,69,113
360,188,69,113
361,192,69,113
361,197,69,113
360,201,69,113
360,203,69,113
360,205,69,113
359,206,69,113
358,206,69,113
357,206,69,113
357,204,69,113
356,203,69,113
356,201,69,113
356,199,69,113
357,196,69,113
358,193,69,113
359,190,69,113
361,186,69,113
362,182,69,113
363,178,69,113
364,174,69,113
365,170,69,113
366,165,69,113
366,160,69,113
366,154,69,113
365,149,69,113
364,145,69,113
362,140,69,113
359,135,69,113
356,132,69,113
351,130,69,113
347,126,69,113
341,125,69,113
336,124,69,113
330,124,69,113
324,123,69,113
316,123,69,113
310,122,69,113
303,121,69,113
296,122,69,113
289,122,69,113
283,123,69,113
276,124,69,113
270,125,69,113
264,125,69,113
258,126,69,113
253,127,69,113
249,130,69,113
244,132,69,113
240,135,69,113
236,137,69,113
233,139,69,113
231,142,69,113
229,144,69,113
228,147,69,113
227,150,69,113
226,154,69,113
227,158,69,113
228,162,69,113
230,165,69,113
232,168,69,113
235,169,69,113
237,170,69,113
242,170,69,113
247,170,69,113
251,169,69,113
257,168,69,113
262,167,69,113
268,167,69,113
273,167,69,113
278,167,69,113
284,167,69,113
289,168,69,113
294,168,69,113
298,169,69,113
301,170,69,113
305,171,69,113
307,172,69,113
310,173,69,113
311,174,69,113
313,177,69,113
314,178,69,113
315,179,69,113
317,179,69,113
318,179,69,113
319,178,69,113
321,177,69,113
323,177,69,113
325,175,69,113
328,174,69,113
331,174,69,113
334,172,69,113
338,171,69,113
342,170,69,113
346,169,69,113
350,168,69,113
355,168,69,113
359,168,69,113
364,168,69,113
368,168,69,113
372,167,69,113
376,166,69,113
380,165,69,113
384,164,69,113
385,161,69,113
390,159,69,113
392,157,69,113
396,155,69,113
399,152,69,113
403,150,69,113
406,147,69,113
410,144,69,113
413,142,69,113
416,140,69,113
419,138,69,113
421,137,69,113
423,137,69,113
426,137,69,113
428,137,69,113
430,137,69,113
431,138,69,113
432,139,69,113
432,139,69,113
435,139,69,113
438,139,69,113
439,139,69,113
440,136,69,113
442,132,69,113
442,127,69,113
442,123,69,113
442,118,69,113
441,114,69,113
440,110,69,113
438,105,69,113
435,99,69,113
431,92,69,113
426,86,69,113
421,79,69,113
415,76,69,113
407,71,69,113
400,67,69,113
387,63,69,113
370,56,69,113
355,50,69,113
338,44,69,113
322,41,69,113
305,37,69,113
289,35,69,113
276,34,69,113
262,29,69,113
248,27,69,113
231,24,69,113
212,22,69,113
195,18,69,113
181,15,69,113
166,12,69,113
153,9,69,113
140,8,69,113
126,7,69,113
115,6,69,113
105,6,69,113
95,8,69,113
84,11,69,113
74,14,69,113
67,17,69,113
58,23,69,113
51,28,69,113
44,35,69,113
39,42,69,113
35,49,69,113
31,57,69,113
28,64,69,113
25,71,69,113
22,78,69,113
19,84,69,113
16,91,69,113
15,98,69,113
13,103,69,113
10,108,69,113
8,113,69,113
6,118,69,113
5,122,69,113
5,125,69,113
4,128,69,113
4,131,69,113
4,135,69,113
5,139,69,113
5,142,69,113
6,146,69,113
7,149,69,113
8,153,69,113
10,157,69,113
12,162,69,113
14,166,69,113
16,170,69,113
18,175,69,113
22,180,69,113
24,184,69,113
26,188,69,113
28,192,69,113
31,196,69,113
33,199,69,113
36,202,69,113
37,205,69,113
39,208,69,113
41,210,69,113
43,211,69,113
44,213,69,113
45,215,69,113
45,217,69,113
46,219,69,113
47,220,69,113
47,221,69,113
48,221,69,113
48,222,69,113
48,222,69,113
49,223,69,113
50,223,69,113
50,223,69,113
51,223,69,113
51,224,69,113
53,225,69,113
53,226,69,113
53,227,69,113
53,228,69,113
54,229,69,113
55,229,69,113
55,231,69,113
55,232,69,113
55,233,69,113
56,234,69,113
56,236,69,113
54,236,69,113
54,237,69,113
54,239,69,113
53,240,69,113
52,241,69,113
51,242,69,113
51,243,69,113
50,243,69,113
51,244,69,113
52,244,69,113
53,244,69,113
52,244,69,113
53,244,69,113
53,245,69,113
52,247,69,113
54,249,69,113
