frame   ulx     uly     urx     ury     lrx     lry     llx     lly     
frame00001.jpg	39.00	198.00	104.00	198.00	104.00	308.00	39.00	308.00
frame00002.jpg	38.00	196.00	103.00	196.00	103.00	306.00	38.00	306.00
frame00003.jpg	37.00	195.00	102.00	195.00	102.00	305.00	37.00	305.00
frame00004.jpg	37.00	193.00	102.00	193.00	102.00	303.00	37.00	303.00
frame00005.jpg	36.00	192.00	101.00	192.00	101.00	302.00	36.00	302.00
frame00006.jpg	36.00	191.00	101.00	191.00	101.00	301.00	36.00	301.00
frame00007.jpg	35.00	189.00	100.00	189.00	100.00	299.00	35.00	299.00
frame00008.jpg	35.00	188.00	100.00	188.00	100.00	298.00	35.00	298.00
frame00009.jpg	34.00	187.00	99.00	187.00	99.00	297.00	34.00	297.00
frame00010.jpg	34.00	185.00	99.00	185.00	99.00	295.00	34.00	295.00
frame00011.jpg	33.00	184.00	98.00	184.00	98.00	294.00	33.00	294.00
frame00012.jpg	33.00	183.00	98.00	183.00	98.00	293.00	33.00	293.00
frame00013.jpg	33.00	179.00	98.00	179.00	98.00	289.00	33.00	289.00
frame00014.jpg	33.00	175.00	98.00	175.00	98.00	285.00	33.00	285.00
frame00015.jpg	33.00	171.00	98.00	171.00	98.00	281.00	33.00	281.00
frame00016.jpg	33.00	168.00	98.00	168.00	98.00	278.00	33.00	278.00
frame00017.jpg	34.00	161.00	99.00	161.00	99.00	272.00	34.00	272.00
frame00018.jpg	35.00	155.00	100.00	155.00	100.00	266.00	35.00	266.00
frame00019.jpg	37.00	148.00	102.00	148.00	102.00	260.00	37.00	260.00
frame00020.jpg	38.00	142.00	103.00	142.00	103.00	254.00	38.00	254.00
frame00021.jpg	40.00	136.00	105.00	136.00	105.00	249.00	40.00	249.00
frame00022.jpg	43.00	129.00	108.00	129.00	108.00	243.00	43.00	243.00
frame00023.jpg	46.00	123.00	111.00	123.00	111.00	238.00	46.00	238.00
frame00024.jpg	49.00	117.00	114.00	117.00	114.00	232.00	49.00	232.00
frame00025.jpg	53.00	111.00	118.00	111.00	118.00	227.00	53.00	227.00
frame00026.jpg	58.00	105.00	124.00	105.00	124.00	223.00	58.00	223.00
frame00027.jpg	64.00	100.00	131.00	100.00	131.00	220.00	64.00	220.00
frame00028.jpg	70.00	94.00	137.00	94.00	137.00	216.00	70.00	216.00
frame00029.jpg	76.00	89.00	144.00	89.00	144.00	213.00	76.00	213.00
frame00030.jpg	82.00	83.00	150.00	83.00	150.00	209.00	82.00	209.00
frame00031.jpg	88.00	78.00	157.00	78.00	157.00	206.00	88.00	206.00
frame00032.jpg	96.00	74.00	166.00	74.00	166.00	203.00	96.00	203.00
frame00033.jpg	105.00	70.00	175.00	70.00	175.00	201.00	105.00	201.00
frame00034.jpg	114.00	67.00	185.00	67.00	185.00	198.00	114.00	198.00
frame00035.jpg	123.00	63.00	194.00	63.00	194.00	196.00	123.00	196.00
frame00036.jpg	132.00	59.00	203.00	59.00	203.00	193.00	132.00	193.00
frame00037.jpg	141.00	56.00	213.00	56.00	213.00	191.00	141.00	191.00
frame00038.jpg	150.00	52.00	222.00	52.00	222.00	188.00	150.00	188.00
frame00039.jpg	159.00	48.00	231.00	48.00	231.00	186.00	159.00	186.00
frame00040.jpg	168.00	45.00	241.00	45.00	241.00	184.00	168.00	184.00
frame00041.jpg	176.00	45.00	249.00	45.00	249.00	184.00	176.00	184.00
frame00042.jpg	184.00	45.00	257.00	45.00	257.00	184.00	184.00	184.00
frame00043.jpg	192.00	45.00	265.00	45.00	265.00	184.00	192.00	184.00
frame00044.jpg	200.00	45.00	273.00	45.00	273.00	184.00	200.00	184.00
frame00045.jpg	209.00	45.00	282.00	45.00	282.00	184.00	209.00	184.00
frame00046.jpg	217.00	45.00	290.00	45.00	290.00	184.00	217.00	184.00
frame00047.jpg	225.00	45.00	298.00	45.00	298.00	184.00	225.00	184.00
frame00048.jpg	233.00	45.00	306.00	45.00	306.00	184.00	233.00	184.00
frame00049.jpg	242.00	45.00	315.00	45.00	315.00	184.00	242.00	184.00
frame00050.jpg	246.00	46.00	318.00	46.00	318.00	185.00	246.00	185.00
frame00051.jpg	251.00	48.00	322.00	48.00	322.00	187.00	251.00	187.00
frame00052.jpg	255.00	50.00	326.00	50.00	326.00	189.00	255.00	189.00
frame00053.jpg	260.00	52.00	330.00	52.00	330.00	191.00	260.00	191.00
frame00054.jpg	264.00	54.00	334.00	54.00	334.00	193.00	264.00	193.00
frame00055.jpg	269.00	56.00	338.00	56.00	338.00	195.00	269.00	195.00
frame00056.jpg	273.00	58.00	342.00	58.00	342.00	197.00	273.00	197.00
frame00057.jpg	278.00	60.00	346.00	60.00	346.00	199.00	278.00	199.00
frame00058.jpg	282.00	64.00	350.00	64.00	350.00	202.00	282.00	202.00
frame00059.jpg	286.00	68.00	354.00	68.00	354.00	206.00	286.00	206.00
frame00060.jpg	290.00	73.00	358.00	73.00	358.00	209.00	290.00	209.00
frame00061.jpg	294.00	77.00	362.00	77.00	362.00	213.00	294.00	213.00
frame00062.jpg	298.00	82.00	366.00	82.00	366.00	216.00	298.00	216.00
frame00063.jpg	302.00	86.00	370.00	86.00	370.00	220.00	302.00	220.00
frame00064.jpg	306.00	91.00	374.00	91.00	374.00	224.00	306.00	224.00
frame00065.jpg	310.00	95.00	378.00	95.00	378.00	228.00	310.00	228.00
frame00066.jpg	315.00	100.00	383.00	100.00	383.00	233.00	315.00	233.00
frame00067.jpg	320.00	105.00	388.00	105.00	388.00	238.00	320.00	238.00
frame00068.jpg	325.00	110.00	393.00	110.00	393.00	243.00	325.00	243.00
frame00069.jpg	330.00	115.00	398.00	115.00	398.00	248.00	330.00	248.00
