36,196,69,113
36,196,69,113
36,195,69,113
35,194,69,113
35,193,69,113
34,192,69,113
33,191,69,113
33,190,69,113
32,189,69,113
32,188,69,113
31,186,69,113
30,184,69,113
30,181,69,113
30,177,69,113
30,172,69,113
30,166,69,113
30,159,69,113
31,153,69,113
32,144,69,113
34,138,69,113
36,130,69,113
38,124,69,113
41,117,69,113
44,112,69,113
47,106,69,113
51,100,69,113
57,95,69,113
63,89,69,113
70,85,69,113
77,80,69,113
84,75,69,113
92,70,69,113
100,66,69,113
109,61,69,113
118,57,69,113
129,54,69,113
138,51,69,113
148,49,69,113
156,46,69,113
165,43,69,113
175,40,69,113
185,39,69,113
194,37,69,113
202,36,69,113
211,36,69,113
219,37,69,113
227,39,69,113
234,40,69,113
240,41,69,113
247,42,69,113
251,44,69,113
256,46,69,113
260,49,69,113
264,52,69,113
268,54,69,113
271,58,69,113
275,61,69,113
277,64,69,113
282,68,69,113
285,72,69,113
289,77,69,113
293,83,69,113
297,88,69,113
301,92,69,113
305,96,69,113
310,101,69,113
315,107,69,113
319,112,69,113
324,118,69,113
330,123,69,113
334,129,69,113
338,135,69,113
342,141,69,113
347,148,69,113
350,155,69,113
354,161,69,113
356,167,69,113
359,173,69,113
360,179,69,113
361,185,69,113
362,190,69,113
362,194,69,113
362,198,69,113
362,201,69,113
361,202,69,113
360,203,69,113
359,204,69,113
358,203,69,113
358,202,69,113
358,200,69,113
358,198,69,113
358,196,69,113
358,193,69,113
359,190,69,113
360,187,69,113
361,183,69,113
362,179,69,113
364,175,69,113
365,171,69,113
366,167,69,113
367,161,69,113
367,155,69,113
366,150,69,113
366,145,69,113
364,141,69,113
362,135,69,113
359,131,69,113
355,129,69,113
351,125,69,113
347,122,69,113
341,121,69,113
335,120,69,113
329,119,69,113
322,119,69,113
316,118,69,113
309,118,69,113
302,117,69,113
295,118,69,113
288,117,69,113
282,118,69,113
274,119,69,113
268,120,69,113
262,120,69,113
256,121,69,113
251,123,69,113
245,125,69,113
241,128,69,113
237,130,69,113
234,132,69,113
231,135,69,113
229,137,69,113
227,140,69,113
226,143,69,113
225,145,69,113
225,150,69,113
226,154,69,113
227,157,69,113
229,161,69,113
231,164,69,113
234,165,69,113
238,166,69,113
242,166,69,113
247,166,69,113
251,165,69,113
257,164,69,113
263,163,69,113
269,163,69,113
275,163,69,113
281,163,69,113
285,164,69,113
291,165,69,113
295,166,69,113
299,166,69,113
303,168,69,113
306,168,69,113
309,169,69,113
311,171,69,113
313,172,69,113
315,175,69,113
316,176,69,113
318,177,69,113
319,177,69,113
320,177,69,113
322,176,69,113
324,176,69,113
326,176,69,113
328,174,69,113
331,173,69,113
334,172,69,113
337,171,69,113
341,169,69,113
345,168,69,113
349,167,69,113
354,166,69,113
358,166,69,113
362,166,69,113
367,165,69,113
371,165,69,113
375,164,69,113
379,163,69,113
382,161,69,113
385,160,69,113
386,158,69,113
388,155,69,113
391,153,69,113
394,151,69,113
398,149,69,113
402,147,69,113
405,144,69,113
408,141,69,113
411,139,69,113
414,138,69,113
416,137,69,113
419,135,69,113
421,135,69,113
423,135,69,113
425,134,69,113
427,135,69,113
427,136,69,113
429,137,69,113
429,139,69,113
430,140,69,113
429,139,69,113
430,139,69,113
430,137,69,113
430,132,69,113
431,126,69,113
431,122,69,113
431,117,69,113
431,113,69,113
430,109,69,113
430,105,69,113
428,98,69,113
427,90,69,113
427,87,69,113
424,81,69,113
416,76,69,113
410,71,69,113
403,65,69,113
392,61,69,113
375,56,69,113
359,50,69,113
341,43,69,113
326,43,69,113
309,39,69,113
294,38,69,113
278,34,69,113
268,31,69,113
251,27,69,113
234,25,69,113
211,23,69,113
194,19,69,113
181,17,69,113
166,14,69,113
151,11,69,113
140,10,69,113
129,9,69,113
117,8,69,113
106,9,69,113
95,11,69,113
85,13,69,113
78,16,69,113
68,19,69,113
60,25,69,113
53,31,69,113
46,38,69,113
41,44,69,113
37,52,69,113
33,59,69,113
30,65,69,113
27,73,69,113
25,79,69,113
21,87,69,113
19,94,69,113
17,100,69,113
15,106,69,113
12,112,69,113
11,117,69,113
10,122,69,113
9,126,69,113
8,129,69,113
7,132,69,113
7,135,69,113
7,139,69,113
7,143,69,113
8,146,69,113
9,150,69,113
9,154,69,113
10,158,69,113
13,162,69,113
14,166,69,113
17,170,69,113
19,174,69,113
20,178,69,113
23,183,69,113
25,188,69,113
28,192,69,113
30,195,69,113
33,199,69,113
35,201,69,113
36,204,69,113
39,208,69,113
40,209,69,113
42,211,69,113
43,213,69,113
45,214,69,113
46,216,69,113
46,218,69,113
47,219,69,113
47,220,69,113
48,221,69,113
48,221,69,113
49,221,69,113
49,222,69,113
50,222,69,113
51,222,69,113
51,223,69,113
52,223,69,113
53,223,69,113
54,223,69,113
54,224,69,113
55,226,69,113
56,226,69,113
56,227,69,113
56,228,69,113
56,229,69,113
56,230,69,113
56,231,69,113
56,231,69,113
56,233,69,113
56,235,69,113
56,237,69,113
56,238,69,113
56,239,69,113
56,241,69,113
55,243,69,113
55,244,69,113
55,244,69,113
55,245,69,113
54,245,69,113
55,245,69,113
55,244,69,113
55,245,69,113
55,246,69,113
55,248,69,113
56,250,69,113
